KEGG_ko,Core_count,Variable_count,Core_norm,Variable_norm,KO_Difference,Z_score,p_value,BH_corrected_p_value,Bonferroni_corrected_p_value,Significant_BH,Significant_Bonferroni,Description,Preferred_name,PFAMs,Group,
ko:K06168,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,"Catalyzes the methylthiolation of N6- (dimethylallyl)adenosine (i(6)A), leading to the formation of 2- methylthio-N6-(dimethylallyl)adenosine (ms(2)i(6)A) at position 37 in tRNAs that read codons beginning with uridine",miaB,"Radical_SAM,TRAM,UPF0004",Atribacteria,
ko:K06206,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,Belongs to the SfsA family,sfsA,"DUF123,SfsA",Atribacteria,
ko:K01788,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,Converts N-acetylmannosamine-6-phosphate (ManNAc-6-P) to N-acetylglucosamine-6-phosphate (GlcNAc-6-P),nanE,NanE,Atribacteria,
ko:K01628,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,PFAM Class II aldolase,fucA,Aldolase_II,Atribacteria,
ko:K02914,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,-,-,-,Atribacteria,
ko:K03558,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,-,-,-,Atribacteria,
ko:K01791,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,Belongs to the UDP-N-acetylglucosamine 2-epimerase family,mnaA,Epimerase_2,Atribacteria,
ko:K03786,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,Catalyzes a trans-dehydration via an enolate intermediate,aroQ,DHquinase_II,Atribacteria,
ko:K03770,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,PFAM PpiC-type peptidyl-prolyl cis-trans isomerase,-,"Rotamase,Rotamase_2,Rotamase_3,SurA_N_3",Atribacteria,
ko:K03769,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,PFAM PpiC-type peptidyl-prolyl cis-trans isomerase,-,"Rotamase,Rotamase_2,Rotamase_3,SurA_N_3",Atribacteria,
ko:K02233,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,Joins adenosylcobinamide-GDP and alpha-ribazole to generate adenosylcobalamin (Ado-cobalamin). Also synthesizes adenosylcobalamin 5'-phosphate from adenosylcobinamide-GDP and alpha-ribazole 5'-phosphate,cobS,CobS,Atribacteria,
ko:K02231,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,PFAM Cobinamide kinase cobinamide phosphate guanyltransferase,-,CobU,Atribacteria,
ko:K02226,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,PFAM Phosphoglycerate mutase,pspA,His_Phos_1,Atribacteria,
ko:K03744,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,LemA family,-,LemA,Atribacteria,
ko:K03743,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,TIGRFAM competence damage-inducible protein CinA,cinA,"CinA,MoCF_biosynth",Atribacteria,
ko:K02199,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,cell redox homeostasis,resA,"AhpC-TSA,Redoxin,Thioredoxin",Atribacteria,
ko:K03476,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,Zn-dependent hydrolases of the beta-lactamase fold,-,Lactamase_B_2,Atribacteria,
ko:K03742,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,TIGRFAM competence damage-inducible protein CinA,cinA,"CinA,MoCF_biosynth",Atribacteria,
ko:K02112,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits,-,"ATP-synt_ab,ATP-synt_ab_N",Atribacteria,
ko:K03648,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,deaminated base DNA N-glycosylase activity,ung,"DUF4130,UDG",Atribacteria,
ko:K02019,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,PFAM regulatory protein LysR,-,HTH_1,Atribacteria,
ko:K02027,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,maltose binding,-,"SBP_bac_1,SBP_bac_8",Atribacteria,
ko:K02028,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,ABC transporter,-,ABC_tran,Atribacteria,
ko:K03499,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,PFAM TrkA-N domain protein,ktrC,"TrkA_C,TrkA_N",Atribacteria,
ko:K03593,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP,-,ParA,Atribacteria,
ko:K03559,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,Biopolymer transport protein ExbD TolR,-,ExbD,Atribacteria,
ko:K02038,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,"TIGRFAM phosphate ABC transporter, inner membrane subunit PstA",pstA,BPD_transp_1,Atribacteria,
ko:K03698,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,PFAM HD domain,-,"HD,tRNA_anti-codon",Atribacteria,
ko:K02950,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,"Interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone. Located at the interface of the 30S and 50S subunits, it traverses the body of the 30S subunit contacting proteins on the other side and probably holding the rRNA structure together. The combined cluster of proteins S8, S12 and S17 appears to hold together the shoulder and platform of the 30S subunit",rpsL,Ribosom_S12_S23,Atribacteria,
ko:K03424,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,"TIGRFAM hydrolase, TatD family",yabD,TatD_DNase,Atribacteria,
ko:K03325,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,-,-,-,Atribacteria,
ko:K02458,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,-,-,-,Atribacteria,
ko:K03073,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,-,-,-,Atribacteria,
ko:K01835,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,phosphoglucomutase phosphomannomutase alpha beta alpha domain II,pgcA,"PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV",Atribacteria,
ko:K01840,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,phosphoglucomutase phosphomannomutase alpha beta alpha domain II,pgcA,"PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV",Atribacteria,
ko:K03077,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,PFAM Class II aldolase adducin,-,Aldolase_II,Atribacteria,
ko:K05520,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,"TIGRFAM intracellular protease, PfpI family",pfpI,DJ-1_PfpI,Atribacteria,
ko:K01875,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,"Catalyzes the attachment of serine to tRNA(Ser). Is also able to aminoacylate tRNA(Sec) with serine, to form the misacylated tRNA L-seryl-tRNA(Sec), which will be further converted into selenocysteinyl-tRNA(Sec)",serS,"Seryl_tRNA_N,tRNA-synt_2b",Atribacteria,
ko:K03183,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,ubiE/COQ5 methyltransferase family,-,"Methyltransf_11,Methyltransf_25",Atribacteria,
ko:K04654,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,Hydrogenase expression formation protein hypD,hypD,HypD,Atribacteria,
ko:K03833,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,"Elongation factor SelB, winged helix",selB,"GTP_EFTU,GTP_EFTU_D2,SelB-wing_2,SelB-wing_3",Atribacteria,
ko:K04653,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,PFAM hydrogenase expression formation protein (HUPF HYPC),-,HupF_HypC,Atribacteria,
ko:K01893,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,nucleic acid binding OB-fold tRNA helicase-type,asnS,"tRNA-synt_2,tRNA_anti-codon",Atribacteria,
ko:K01897,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,COGs COG1022 Long-chain acyl-CoA synthetase (AMP-forming),fadD,AMP-binding,Atribacteria,
ko:K03284,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,CorA-like Mg2+ transporter protein,corA,CorA,Atribacteria,
ko:K04088,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,HflC and HflK could encode or regulate a protease,hflK,Band_7,Atribacteria,
ko:K04087,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,HflC and HflK could regulate a protease,hflC,Band_7,Atribacteria,
ko:K04076,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,-,-,-,Atribacteria,
ko:K04070,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,PFAM Radical SAM domain protein,PflX,"Fer4_12,Fer4_14,Radical_SAM",Atribacteria,
ko:K03310,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,Sodium:alanine symporter family,-,Na_Ala_symp,Atribacteria,
ko:K03979,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,"An essential GTPase which binds GTP, GDP and possibly (p)ppGpp with moderate affinity, with high nucleotide exchange rates and a fairly low GTP hydrolysis rate. Plays a role in control of the cell cycle, stress response, ribosome biogenesis and in those bacteria that undergo differentiation, in morphogenesis control",obg,"DUF1967,GTP1_OBG,MMR_HSR1",Atribacteria,
ko:K03215,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,Belongs to the class I-like SAM-binding methyltransferase superfamily. RNA M5U methyltransferase family,rumA,"TRAM,tRNA_U5-meth_tr",Atribacteria,
ko:K03091,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,Belongs to the sigma-70 factor family,sigH,"GerE,Sigma70_r2,Sigma70_r4_2",Atribacteria,
ko:K07005,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,Pyridoxamine 5'-phosphate oxidase,-,Pyridox_ox_2,Atribacteria,
ko:K00768,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,"Catalyzes the synthesis of alpha-ribazole-5'-phosphate from nicotinate mononucleotide (NAMN) and 5,6- dimethylbenzimidazole (DMB)",cobT,DBI_PRT,Atribacteria,
ko:K11717,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,"Catalyzes the removal of elemental sulfur and selenium atoms from L-cysteine, L-cystine, L-selenocysteine, and L- selenocystine to produce L-alanine",sufS,Aminotran_5,Atribacteria,
ko:K00702,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,carbohydrate binding,cbpA,"Glyco_hydro_36,Glyco_transf_36",Atribacteria,
ko:K00762,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,"Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP)",pyrE,Pribosyltran,Atribacteria,
ko:K11050,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,"AAA domain, putative AbiEii toxin, Type IV TA system",cylA,"ABC_tran,DUF4162",Atribacteria,
ko:K10907,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,Aminotransferase,aspB,Aminotran_1_2,Atribacteria,
ko:K10548,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,Part of the ABC transporter complex RbsABC involved in ribose import. Responsible for energy coupling to the transport system,xylG,ABC_tran,Atribacteria,
ko:K00789,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,"Catalyzes the formation of S-adenosylmethionine (AdoMet) from methionine and ATP. The overall synthetic reaction is composed of two sequential steps, AdoMet formation and the subsequent tripolyphosphate hydrolysis which occurs prior to release of AdoMet from the enzyme",metK,"S-AdoMet_synt_C,S-AdoMet_synt_M,S-AdoMet_synt_N",Atribacteria,
ko:K00791,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,"Catalyzes the transfer of a dimethylallyl group onto the adenine at position 37 in tRNAs that read codons beginning with uridine, leading to the formation of N6-(dimethylallyl)adenosine (i(6)A)",miaA,IPPT,Atribacteria,
ko:K10545,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,Part of the ABC transporter complex RbsABC involved in ribose import. Responsible for energy coupling to the transport system,xylG,ABC_tran,Atribacteria,
ko:K00812,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,Aminotransferase,aspB,Aminotran_1_2,Atribacteria,
ko:K10544,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,PFAM Branched-chain amino acid transport system permease component,-,BPD_transp_2,Atribacteria,
ko:K00821,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,acetylornithine aminotransferase,argD,Aminotran_3,Atribacteria,
ko:K00826,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,Belongs to the class-IV pyridoxal-phosphate-dependent aminotransferase family,ilvE,Aminotran_4,Atribacteria,
ko:K10543,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,D-xylose transmembrane transport,-,Peripla_BP_4,Atribacteria,
ko:K10206,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,PFAM Aminotransferase class I and II,dapL,Aminotran_1_2,Atribacteria,
ko:K10118,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,PFAM Binding-protein-dependent transport system inner membrane component,-,BPD_transp_1,Atribacteria,
ko:K10117,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,PFAM Bacterial extracellular solute-binding,-,"SBP_bac_1,SBP_bac_8",Atribacteria,
ko:K09949,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,oxidoreductase(),MA20_07975,"GFO_IDH_MocA,GFO_IDH_MocA_C",Atribacteria,
ko:K00872,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,Catalyzes the ATP-dependent phosphorylation of L- homoserine to L-homoserine phosphate,thrB,"GHMP_kinases_C,GHMP_kinases_N",Atribacteria,
ko:K00874,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,"Catalyzes the phosphorylation of ribose at O-5 in a reaction requiring ATP and magnesium. The resulting D-ribose-5- phosphate can then be used either for sythesis of nucleotides, histidine, and tryptophan, or as a component of the pentose phosphate pathway",-,PfkB,Atribacteria,
ko:K00884,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,N-acetylglucosamine kinase activity,nagk,BcrAD_BadFG,Atribacteria,
ko:K09695,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,"AAA domain, putative AbiEii toxin, Type IV TA system",cylA,"ABC_tran,DUF4162",Atribacteria,
ko:K09680,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,Protein of unknown function DUF89,-,DUF89,Atribacteria,
ko:K09163,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,PFAM metal-dependent phosphohydrolase HD sub domain,-,HD,Atribacteria,
ko:K09144,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,"Nucleotidyl transferase AbiEii toxin, Type IV TA system",-,"AbiEii,WYL",Atribacteria,
ko:K09126,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,"PFAM Pyruvate kinase, alpha beta domain",-,PK_C,Atribacteria,
ko:K09121,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,"Involved in the biosynthesis of a nickel-pincer cofactor ((SCS)Ni(II) pincer complex). Binds Ni(2 ), and functions in nickel delivery to pyridinium-3,5-bisthiocarboxylic acid mononucleotide (P2TMN), to form the mature cofactor. Is thus probably required for the activation of nickel-pincer cofactor- dependent enzymes",larC,DUF111,Atribacteria,
ko:K00658,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,2-oxoacid dehydrogenases acyltransferase (catalytic domain),pdhC,"2-oxoacid_dh,Biotin_lipoyl,E3_binding",Atribacteria,
ko:K00656,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,"Glycine radical enzyme that catalyzes the cleavage of a C-N bond in choline, producing trimethylamine (TMA) and acetaldehyde",-,"Gly_radical,PFL-like",Atribacteria,
ko:K00620,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,"Catalyzes two activities which are involved in the cyclic version of arginine biosynthesis the synthesis of N- acetylglutamate from glutamate and acetyl-CoA as the acetyl donor, and of ornithine by transacetylation between N(2)-acetylornithine and glutamate",argJ,ArgJ,Atribacteria,
ko:K13012,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,Bacterial sugar transferase,-,"Bac_transf,Epimerase",Atribacteria,
ko:K00003,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,PFAM Homoserine dehydrogenase,hom,"ACT,Homoserine_dh,NAD_binding_3",Atribacteria,
ko:K22224,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,ATP-grasp domain,-,ATP-grasp_5,Atribacteria,
ko:K21417,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,"Transketolase, pyrimidine binding domain",-,"Transket_pyr,Transketolase_C",Atribacteria,
ko:K21416,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2),acoA,E1_dh,Atribacteria,
ko:K21053,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,Adenosine/AMP deaminase,-,A_deaminase,Atribacteria,
ko:K20866,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,phosphatase activity,MA20_37750,HAD_2,Atribacteria,
ko:K20038,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,"Glycine radical enzyme that catalyzes the cleavage of a C-N bond in choline, producing trimethylamine (TMA) and acetaldehyde",-,"Gly_radical,PFL-like",Atribacteria,
ko:K00088,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,"Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth",guaB,"CBS,IMPDH,NMO",Atribacteria,
ko:K19064,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,-,-,-,Atribacteria,
ko:K18996,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,DNA-binding transcription factor activity,-,HTH_24,Atribacteria,
ko:K18023,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,Belongs to the complex I 20 kDa subunit family,-,Oxidored_q6,Atribacteria,
ko:K18017,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,"Respiratory-chain NADH dehydrogenase, 30 Kd subunit",-,Complex1_30kDa,Atribacteria,
ko:K18016,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,"Respiratory-chain NADH dehydrogenase, 49 Kd subunit",-,"Complex1_49kDa,NiFeSe_Hases",Atribacteria,
ko:K09118,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,PFAM Uncharacterised protein family (UPF0182),-,UPF0182,Atribacteria,
ko:K00145,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,Catalyzes the NADPH-dependent reduction of N-acetyl-5- glutamyl phosphate to yield N-acetyl-L-glutamate 5-semialdehyde,argC,"Semialdhyde_dh,Semialdhyde_dhC",Atribacteria,
ko:K17329,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,maltose binding,-,"SBP_bac_1,SBP_bac_8",Atribacteria,
ko:K17214,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,Belongs to the binding-protein-dependent transport system permease family,rbsC3,BPD_transp_2,Atribacteria,
ko:K17204,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,ABC transporter,rbsA_1,ABC_tran,Atribacteria,
ko:K17203,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,Belongs to the binding-protein-dependent transport system permease family,-,BPD_transp_2,Atribacteria,
ko:K17202,0,4,-0.18401784,0.014080316,-0.198098157,-1.099457969,0.271568358,1,1,FALSE,FALSE,Periplasmic binding protein-like domain,-,Peripla_BP_4,Atribacteria,
